1024, 8.0885e+07, 2.65498e-08, 0, 0
2048, 6.09485e+08, 2.81875e-08, 0, 0
3072, 2.24835e+09, 2.57888e-08, 0, 0
4096, 5.56068e+09, 2.47162e-08, 0, 0
5120, 1.48977e+10, 1.80185e-08, 0, 0
6144, 5.77711e+10, 8.02922e-09, 0, 0
7168, 9.47303e+10, 7.77562e-09, 0, 0
8192, 9.3905e+10, 1.17088e-08, 0, 0
2, 2.16685e+06, 7.384e-15, 0, 0
8, 718394, 1.4254e-12, 0, 0
14, 995666, 5.51189e-12, 0, 0
20, 1.20673e+06, 1.3259e-11, 0, 0
26, 967450, 3.63347e-11, 0, 0
32, 1.03366e+06, 6.34019e-11, 0, 0
38, 1.3638e+06, 8.04691e-11, 0, 0
44, 649390, 2.62351e-10, 0, 0
50, 999647, 2.50088e-10, 0, 0
56, 1.55782e+06, 2.25463e-10, 0, 0
62, 1.14764e+06, 4.15335e-10, 0, 0
68, 919609, 6.83838e-10, 0, 0
74, 1.55231e+06, 5.22093e-10, 0, 0
80, 1.3865e+06, 7.38549e-10, 0, 0
86, 856471, 1.48529e-09, 0, 0
92, 1.65253e+06, 9.42419e-10, 0, 0
98, 417864, 4.50478e-09, 0, 0
104, 813170, 2.76661e-09, 0, 0
110, 976530, 2.72598e-09, 0, 0
116, 1.0669e+06, 2.92603e-09, 0, 0
122, 989730, 3.66938e-09, 0, 0
128, 1.09358e+06, 3.83537e-09, 0, 0
134, 1.66468e+06, 2.89077e-09, 0, 0
140, 1.16175e+06, 4.72391e-09, 0, 0
146, 1.88098e+06, 3.30905e-09, 0, 0
152, 1.50146e+06, 4.67785e-09, 0, 0
158, 1.5653e+06, 5.0397e-09, 0, 0
164, 1.79026e+06, 4.92772e-09, 0, 0
170, 1.63584e+06, 6.00671e-09, 0, 0
176, 2.21154e+06, 4.93029e-09, 0, 0
182, 2.08827e+06, 5.77373e-09, 0, 0
188, 2.28669e+06, 5.8116e-09, 0, 0
194, 2.62242e+06, 5.56842e-09, 0, 0
200, 2.77119e+06, 5.7737e-09, 0, 0
206, 2.53624e+06, 6.89352e-09, 0, 0
212, 3.04099e+06, 6.26647e-09, 0, 0
218, 2.4254e+06, 8.54311e-09, 0, 0
224, 3.03519e+06, 7.40608e-09, 0, 0
230, 2.95096e+06, 8.24613e-09, 0, 0
236, 3.13136e+06, 8.39523e-09, 0, 0
242, 4.57849e+06, 6.1909e-09, 0, 0
248, 2.65986e+06, 1.1469e-08, 0, 0
254, 3.69631e+06, 8.86671e-09, 0, 0
260, 3.4372e+06, 1.02269e-08, 0, 0
266, 4.77146e+06, 7.88903e-09, 0, 0
272, 3.32734e+06, 1.20959e-08, 0, 0
278, 3.69988e+06, 1.16139e-08, 0, 0
284, 4.66314e+06, 9.82442e-09, 0, 0
290, 4.15895e+06, 1.17284e-08, 0, 0
296, 4.51074e+06, 1.14989e-08, 0, 0
302, 5.57862e+06, 9.8747e-09, 0, 0
308, 1.83369e+07, 3.18682e-09, 0, 0
314, 5.74771e+06, 1.07727e-08, 0, 0
320, 6.12451e+06, 1.07006e-08, 0, 0
326, 5.48385e+06, 1.26356e-08, 0, 0
332, 7.34653e+06, 9.96235e-09, 0, 0
338, 8.05913e+06, 9.58279e-09, 0, 0
344, 5.94404e+06, 1.36969e-08, 0, 0
1024, 8.44385e+07, 2.54325e-08, 0, 0
2048, 7.78489e+08, 2.20682e-08, 0, 0
3072, 4.84467e+09, 1.19682e-08, 0, 0
4096, 1.48249e+10, 9.27085e-09, 0, 0
5120, 3.27596e+10, 8.1941e-09, 0, 0
6144, 6.15951e+10, 7.53073e-09, 0, 0
7168, 1.01237e+11, 7.27584e-09, 0, 0
8192, 1.56862e+11, 7.00942e-09, 0, 0
